doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.1016/j.jtbi.2018.02.007,T1035,Reproductive Potential Disposable Soma Theory,Energy intake functions and energy budgets of ectotherms and endotherms derived from their ontogenetic growth in body mass and timing of sexual maturation.,2018,No,No,No,No,No,No,No,No,No
10.1016/j.jtbi.2018.10.035,T0014,Grandmother Hypothesis,Why does women's fertility end in mid-life? Grandmothering and age at last birth.,2019,No,No,No,No,No,No,No,No,No
10.1016/j.jtbi.2018.11.006,T0047,DNA Methylation-Based Epigenetic Clock Theories,Mathematical models of DNA methylation dynamics: Implications for health and ageing.,2019,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.jtbi.2019.01.007,T0211,Telomere Shortening-Driven Aging and Senescence Theory,Mathematical model and computer simulations of telomere loss.,2019,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.jtbi.2020.110153,T0656,Somatic Evolution and Selection Theory,Somatic selection of poorly differentiating variant stem cell clones could be a key to human ageing.,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.jtbi.2020.110331,T0013,Cellular Senescence Theory,Aging a little: On the optimality of limited senescence in Escherichia coli.,2020,No,No,No,No,No,No,No,No,No
10.1016/j.jtbi.2020.110473,T0479,Chronic Immune Activation and Inflammation Theory,Aging-induced fragility of the immune system.,2021,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1016/j.jtbi.2021.110732,T1991,Host-Pathogen Interaction and Aging Dynamics,Parasite evolution in an age-structured population.,2021,No,No,No,No,No,No,No,No,No
10.1016/j.jtbi.2023.111697,T0047,DNA Methylation-Based Epigenetic Clock Theories,Exponential dynamics of DNA methylation with age.,2024,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1016/j.jtbi.2024.111958,T1450,Disposable Soma Theory,Agelessness is possible under the disposable soma theory but system complexity makes it unlikely.,2024,No,No,No,No,No,No,No,No,No
10.1016/j.jtemb.2010.10.002,T1327,Nutrient and Trace Element Modulation Theory,"Trace elements and ageing, a genomic perspective using selenium as an example.",2011,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.jtherbio.2014.06.005,T0549,Mitochondrial ROS-Induced Rate of Living Theory,"Energy budget, oxidative stress and antioxidant in striped hamster acclimated to moderate cold and warm temperatures.",2014,No,No,No,No,No,No,No,No,No
10.1016/j.jtherbio.2024.103913,T0996,Telomere-Associated Oxidative Stress Theory,Understanding seasonal telomere length dynamics in hibernating species.,2024,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.kint.2016.04.014,T0038,Autophagy Dysfunction Theory,Autophagy in kidney disease and aging: lessons from rodent models.,2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.kint.2018.12.014,T1675,Oxidative DNA Damage-Induced Cellular Senescence Theory,"Arterial ""inflammaging"" drives vascular calcification in children on dialysis.",2019,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.lanhl.2024.100673,T0841,Complex Systems Theory,Adopting a complex systems approach to functional ageing: bridging the gap between gerontological theory and empirical research.,2025,No,Yes,No,No,No,No,No,No,No
10.1016/j.leukres.2007.03.021,T0304,Replicative Senescence and Telomere-Driven Cellular Senescence Theory,Does p16ink4a expression increase with the number of cell doublings in normal and malignant lymphocytes?,2007,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.lfs.2014.03.015,T1108,Systemic NAD Biosynthesis and Sirt1 Regulatory Network Theory,SIRT1 and NAD as regulators of ageing.,2014,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.lfs.2017.01.010,T0288,SIRT3 Mitochondrial Regulation Theory,SIRT3 mediates decrease of oxidative damage and prevention of ageing in porcine fetal fibroblasts.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.lfs.2020.117630,T0001,Mitochondrial ROS-Induced Free Radical Theory,Physical exercise: An inducer of positive oxidative stress in skeletal muscle aging.,2020,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.lfs.2022.120644,T0579,DNA Damage and Oxidative Stress-Induced Senescence Theory,Role of low-dose radiation in senescence and aging: A beneficial perspective.,2022,No,Yes,Yes,No,No,No,No,No,No
10.1016/j.lfs.2023.121666,T0584,Mitochondrial Dysfunction and Systemic Aging Theory,Mitochondrion: A bridge linking aging and degenerative diseases.,2023,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.lfs.2024.122842,T0090,DNA Methylation and Chromatin Remodeling Epigenetic Aging Clock Theory,,,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.lfs.2024.123270,T0528,JNK Signaling Pathway Theory,Patchouli essential oil extends the lifespan and healthspan of Caenorhabditis elegans through JNK-1/DAF-16.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.lfs.2025.123904,T0550,Telomere Dysfunction and Genomic Instability Theory,Telomere-targeted medicine: Bridging molecular mechanisms and clinical applications in age-related diseases.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.lpm.2015.05.011,T0909,Genetic and Evolutionary Hormesis Modulation Theory,[Factors modulating ageing and longevity: Linear or more complex relationships?].,2015,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.lssr.2020.12.003,T0195,ERC Accumulation Theory,Simulated microgravity accelerates aging in Saccharomyces cerevisiae.,2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2003.08.001,T0376,DNA Methylation-Driven Epigenetic Aging Clock Theory,"Aging, cancer and nutrition: the DNA methylation connection.",2003,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2003.10.007,T0426,Reproduction-Longevity Trade-off Disposable Soma Theory,Systemic mechanisms of individual reproductive life history in female Medflies.,2004,"Yes, quantitatively shown",No,Yes,No,No,No,No,No,No
10.1016/j.mad.2003.11.003,T0205,Replicative Senescence and Telomere-Driven Cellular Senescence Theories,Impact of the Hayflick Limit on T cell responses to infection: lessons from aging and HIV disease.,2004,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2003.12.003,T0248,Autophagy Regulation Theory,Autophagy and aging--importance of amino acid levels.,2004,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1016/j.mad.2004.01.001,T1872,Thermodynamic and Information Theory of DNA Methylation Aging,Amide molecular clocks in drosophila proteins: potential regulators of aging and other processes.,2004,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1016/j.mad.2004.01.003,T0679,Heat Shock Protein Proteostasis Theory,Increased expression of heat shock proteins in rat brain during aging: relationship with mitochondrial function and glutathione redox state.,2004,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.01.006,T0510,Entropic Physicochemical Damage Accumulation Theory,"Aging, anti-aging, and hormesis.",2004,"Yes, but not shown",Yes,Yes,Yes,Yes,No,No,No,Yes
10.1016/j.mad.2004.03.006,T0023,Insulin/IGF-1 Signaling Pathway Theories,The paradox of the insulin/IGF-1 signaling pathway in longevity.,2004,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2004.04.002,T1019,Mitochondrial Electron Transport Chain Dysfunction and Complex I Theory,The effects of complex I function and oxidative damage on lifespan and anesthetic sensitivity in Caenorhabditis elegans.,2004,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2004.04.003,T0042,Nuclear DNA Repair Deficiency and Genome Instability Theory,DNA damage and aging.,2004,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1016/j.mad.2004.07.004,T0018,Genomic Instability and DNA Repair Deficiency Theory,Impact of genome instability on transcription regulation of aging and senescence.,2004,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.07.005,T0006,Mitochondrial ROS-Induced Oxidative Damage Theory,Age-dependent modulation of DNA repair enzymes by covalent modification and subcellular distribution.,2004,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.07.006,T0467,Heat Shock Response Decline Theory,Novel regulatory factors of HSF-1 activation: facts and perspectives regarding their involvement in the age-associated attenuation of the heat shock response.,2004,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.07.009,T0001,Mitochondrial ROS-Induced Free Radical Theory,The role of oxidative damage and stress in aging.,2004,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1016/j.mad.2004.07.010,T0079,Replicative and Stress-Induced Cellular Senescence Theory,Replicative senescence: a critical review.,2004,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1016/j.mad.2004.07.012,T0022,Reproduction-Longevity Trade-Off Antagonistic Pleiotropy Theory,What evidence is there for the existence of individual genes with antagonistic pleiotropic effects?,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.07.013,T0410,Gene-Environment Interaction and Phenotypic Plasticity Theory,"What are the effects of maternal and pre-adult environments on ageing in humans, and are there lessons from animal models?",2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2004.08.012,T0730,ROS Control Network and Redox Regulation Theory,Superoxide dismutase evolution and life span regulation.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1016/j.mad.2004.08.015,T0005,Insulin/IGF-1 Signaling Disposable Soma Theory,Longevity genes: from primitive organisms to humans.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2004.08.016,T0117,Mitochondrial Retrograde Signaling Theory,Yeast longevity and aging--the mitochondrial connection.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.08.017,T0934,p66Shc Oxidative Stress Regulation Theory,p66ShcA and ageing: modulation by longevity-promoting agent aurintricarboxylic acid.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2004.08.018,T0673,Autophagy Induction and Longevity Mechanisms,AlphaMUPA mice: a transgenic model for longevity induced by caloric restriction.,2005,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.09.001,T0990,Detoxification Capacity Theory,Broad spectrum detoxification: the major longevity assurance process regulated by insulin/IGF-1 signaling?,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2004.09.004,T0028,Resource Allocation Disposable Soma Theory,Intrinsic ageing of gut epithelial stem cells.,2004,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.09.005,T0333,Reduced GH/IGF-1 Signaling and Longevity Theory,Growth hormone alters methionine and glutathione metabolism in Ames dwarf mice.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2004.09.008,T0019,Wear and Tear Theory,What accounts for the wide variation in life span of genetically identical organisms reared in a constant environment?,2005,No,Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.09.013,T1078,Nutrient-Sensing and Dietary Restriction Longevity Theory,Large-scale identification in yeast of conserved ageing genes.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2004.09.015,T1849,Sch9/AKT Nutrient Signaling Hyperfunction Theory,Analysis of gene expression profile in yeast aging chronologically.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.09.017,T1136,Dietary Restriction Mortality Modulation Theory,"Dietary restriction, mortality trajectories, risk and damage.",2005,"Yes, but not shown",Yes,Yes,Yes,No,No,No,No,Yes
10.1016/j.mad.2004.09.020,T0169,Caloric Restriction Theory,"The ageing phenome: caloric restriction and hormones promote neural cell survival, growth, and de-differentiation.",2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.1016/j.mad.2004.09.026,T0124,Reproductive-Somatic Resource Allocation Disposable Soma Theory,Modelling the disposable soma theory of ageing.,2005,No,No,No,No,No,No,No,No,No
10.1016/j.mad.2004.09.028,T0528,JNK Signaling Pathway Theory,"Text-based analysis of genes, proteins, aging, and cancer.",2005,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1016/j.mad.2004.09.029,T1629,Membrane Signaling Dysregulation Theory,Caveolin-1 as a prime modulator of aging: a new modality for phenotypic restoration?,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2004.09.031,T0113,Proteostasis Network Decline and Quality Control Dysfunction Theory,Modelling the actions of chaperones and their role in ageing.,2005,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1016/j.mad.2004.09.036,T0042,Nuclear DNA Repair Deficiency and Genome Instability Theory,"The impact of DNA damage, genetic mutation and cellular responses on cancer prevention, longevity and aging: observations in humans and mice.",2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2004.10.007,T0914,Caloric Restriction Modulation of Aging via Gene Expression Reprogramming,Genes determining yeast replicative life span in a long-lived genetic background.,2005,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2005.01.002,T0194,GH/IGF-1 Signaling Modulation Theory,Hepatic gene and protein expression of primary components of the IGF-I axis in long lived Snell dwarf mice.,2005,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.1016/j.mad.2005.01.003,T1477,Telomere Shortening and Tissue-Specific Pathology Theory,"Lagomorphs (rabbits, pikas and hares) do not use telomere-directed replicative aging in vitro.",2005,No,Yes,No,No,Yes,No,No,No,No
10.1016/j.mad.2005.02.002,T0001,Mitochondrial ROS-Induced Free Radical Theory,Mitochondrial ageing of a polar and a temperate mud clam.,2005,"Yes, but not shown",Yes,No,No,Yes,No,Yes,No,No
10.1016/j.mad.2005.02.004,T0176,Caloric Restriction and Dietary Restriction Theories,Energy expenditure of calorically restricted rats is higher than predicted from their altered body composition.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2005.02.006,T0266,Mutation Accumulation and Antagonistic Pleiotropy Genetic Theory,"Maximum longevities of chemically protected and non-protected fishes, reptiles, and amphibians support evolutionary hypotheses of aging.",2005,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,Yes,No
10.1016/j.mad.2005.02.008,T0042,Nuclear DNA Repair Deficiency and Genome Instability Theory,Making ends meet in old age: DSB repair and aging.,2005,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1016/j.mad.2005.03.003,T1768,Thiol/Disulfide Redox State Shift Free Radical Theory,Programming of hepatic antioxidant capacity and oxidative injury in the ageing rat.,2005,"Yes, but not shown",Yes,No,No,No,No,No,No,Yes
10.1016/j.mad.2005.03.012,T0133,Heat Shock Protein-Mediated Hormesis Theory,Overview of caloric restriction and ageing.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2005.03.013,T0347,Nutrient Sensing Network Theory of Aging,Calorie restriction and SIR2 genes--towards a mechanism.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2005.03.015,T0237,General Free Radical Theory of Aging,Dietary restriction in rodents--delayed or retarded ageing?,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2005.03.018,T0209,Evolutionary Life-History Trade-Off Antagonistic Pleiotropy Theory,Starvation in humans: evolutionary background and contemporary implications.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1016/j.mad.2005.03.019,T0908,Caloric Restriction and Metabolic Hormesis Theory,Toward a unified theory of caloric restriction and longevity regulation.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2005.03.020,T0179,Membrane Lipid Composition and Oxidative Damage Theory,Membrane alteration as a basis of aging and the protective effects of calorie restriction.,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,Yes
10.1016/j.mad.2005.03.021,T1034,Caloric Restriction and Energy Tradeoff Theories of Aging,"Food restriction, evolution and ageing.",2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1016/j.mad.2005.04.002,T0001,Mitochondrial ROS-Induced Free Radical Theory,"Examination of the requirement for ucp-4, a putative homolog of mammalian uncoupling proteins, for stress tolerance and longevity in C. elegans.",2005,No,Yes,No,No,No,No,No,No,No
10.1016/j.mad.2005.04.004,T1586,Genetic Regulation of Cognitive Aging Theory,"Cognitive aging as an extension of brain development: a model linking learning, brain plasticity, and neurodegeneration.",2005,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,Yes
10.1016/j.mad.2005.04.005,T0002,Mitochondrial ROS-Induced Oxidative Stress Theory,Protein methionine content and MDA-lysine adducts are inversely related to maximum life span in the heart of mammals.,2005,"Yes, quantitatively shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1016/j.mad.2005.05.002,T0097,Advanced Glycation End Products (AGEs) Accumulation and Signaling Theory,"Glycation, ageing and carnosine: are carnivorous diets beneficial?",2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1016/j.mad.2005.05.003,T0224,Mitochondrial DNA Mutation and Deletion-Driven Aging Theory,Life span is related to the free energy of mitochondrial DNA.,2005,"Yes, but not shown",Yes,No,No,Yes,No,Yes,No,No
10.1016/j.mad.2005.09.001,T0687,Caloric Restriction Disposable Soma Theory,Caloric restriction in humans: potential pitfalls and health concerns.,2006,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
